topic_words3,EKRE,Eesti Vabaerakonna fraktsioon,Fraktsioonitud,Isamaa,Isamaa ja Res Publica Liidu fraktsioon,Keskerakond,Reformierakond,Sotsiaaldemokraadid
tootuna arvele ariuhingu,0.0,0.0030864197530864196,0.010723860589812333,0.01020408163265306,0.0,0.0,0.0023752969121140144,0.0
toovoimereformi toovoimega toovoimereform,0.0,0.0,0.021447721179624665,0.01020408163265306,0.0,0.008547008547008548,0.009501187648456057,0.007518796992481203
treenerite spordi sport,0.0,0.0,0.0,0.0,0.039647577092511016,0.006647673314339981,0.014251781472684086,0.011278195488721804
ts parvlaeva parvlaevad,0.0,0.0,0.0,0.0,0.004405286343612335,0.0,0.0023752969121140144,0.0
tsernoboli represseeritud oigusvastaselt,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0
tulubaasi omavalitsustele omavalitsuste,0.015151515151515152,0.009259259259259259,0.00804289544235925,0.0,0.0,0.014245014245014245,0.004750593824228029,0.0037593984962406013
tulubaasi tasandusfondi tulumaksuosa,0.005050505050505051,0.0,0.0,0.0,0.0,0.010446343779677113,0.0,0.0
tulumaksuvaba maksususteemi tulumaksu,0.013468013468013467,0.021604938271604937,0.0160857908847185,0.01020408163265306,0.00881057268722467,0.032288698955365625,0.014251781472684086,0.0
uhistranspordi uhistransport uhistransporti,0.0016835016835016834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ulejaagis struktuurses struktuurse,0.010101010101010102,0.006172839506172839,0.005361930294906166,0.0,0.0,0.003798670465337132,0.0,0.0
ulikooliga kbfi instituudi,0.0,0.012345679012345678,0.002680965147453083,0.0,0.004405286343612335,0.001899335232668566,0.0023752969121140144,0.0037593984962406013
uliopilased uliopilastele uliopilaste,0.0,0.015432098765432098,0.0,0.01020408163265306,0.0,0.004748338081671415,0.007125890736342043,0.0037593984962406013
untso missioonide liikmesusest,0.0016835016835016834,0.006172839506172839,0.0160857908847185,0.0,0.0,0.001899335232668566,0.023752969121140142,0.011278195488721804
utah jordaania energia,0.003367003367003367,0.0030864197530864196,0.0,0.0,0.0,0.000949667616334283,0.0,0.0
uuring uuringut uuringu,0.003367003367003367,0.0,0.0,0.0,0.0,0.002849002849002849,0.0,0.0
vabatahtlike komandode paasteameti,0.0016835016835016834,0.006172839506172839,0.013404825737265416,0.0,0.004405286343612335,0.008547008547008548,0.009501187648456057,0.0037593984962406013
vaesuses suhtelises vaesuse,0.0,0.0,0.005361930294906166,0.0,0.0,0.000949667616334283,0.0,0.007518796992481203
vagivalla naistevastase perevagivalla,0.0,0.0,0.002680965147453083,0.0,0.0,0.000949667616334283,0.0023752969121140144,0.018796992481203006
vagivallale vihakone ohutamine,0.010101010101010102,0.0030864197530864196,0.002680965147453083,0.0,0.0,0.004748338081671415,0.007125890736342043,0.0037593984962406013
valdkonnad laekumisest fikseeritakse,0.003367003367003367,0.0,0.0,0.0,0.0,0.000949667616334283,0.0,0.0
valijate erakonda valijaid,0.021885521885521887,0.0030864197530864196,0.00804289544235925,0.0,0.004405286343612335,0.004748338081671415,0.009501187648456057,0.0037593984962406013
valimisea valimisiga valimisoiguse,0.010101010101010102,0.006172839506172839,0.010723860589812333,0.01020408163265306,0.004405286343612335,0.001899335232668566,0.011876484560570071,0.0037593984962406013
valimiskomisjon proteste valimiskasti,0.0,0.0030864197530864196,0.0,0.0,0.0,0.0,0.0023752969121140144,0.0
valimisliitude volikogusse volikokku,0.018518518518518517,0.12654320987654322,0.005361930294906166,0.01020408163265306,0.004405286343612335,0.006647673314339981,0.007125890736342043,0.011278195488721804
valismaale valjarande valjaranne,0.006734006734006734,0.0,0.0,0.0,0.0,0.007597340930674264,0.0023752969121140144,0.0
valispoliitika valispoliitikas diplomaatia,0.0,0.0030864197530864196,0.005361930294906166,0.01020408163265306,0.004405286343612335,0.001899335232668566,0.009501187648456057,0.011278195488721804
vallaga vald sauga,0.008417508417508417,0.006172839506172839,0.00804289544235925,0.01020408163265306,0.004405286343612335,0.006647673314339981,0.0,0.0037593984962406013
vanemahuvitist vanemahuvitise vanemahuvitis,0.0,0.0,0.002680965147453083,0.0,0.00881057268722467,0.0,0.0,0.007518796992481203
varude varud varu,0.003367003367003367,0.0,0.0,0.0,0.0,0.000949667616334283,0.0,0.0
veb fondi uurimiskomisjon,0.0,0.0,0.002680965147453083,0.0,0.0,0.001899335232668566,0.0,0.0
vee monopolide veeteenuse,0.0,0.0,0.0,0.0,0.0,0.001899335232668566,0.0,0.0
virumaale virumaa toostusalade,0.0,0.006172839506172839,0.005361930294906166,0.0,0.0,0.007597340930674264,0.0,0.0037593984962406013
volakirjade keskpank volakirju,0.0016835016835016834,0.0,0.002680965147453083,0.01020408163265306,0.0,0.003798670465337132,0.004750593824228029,0.0
volitust kaasuses jarvik,0.0016835016835016834,0.0,0.002680965147453083,0.0,0.0,0.0,0.0,0.0
