topic_words3,Isamaa ja Res Publica Liidu fraktsioon,Keskerakond,difference
rail trassi balticu,0.0025624599615631,0.0064184852374839,-150.48138639280927
teede teehoiuks teedele,0.0301089045483664,0.0397946084724005,-32.16890175620692
palgatousu opetajate palgatous,0.0044843049327354,0.0089858793324775,-100.38510911424943
taanis saksamaal hollandis,0.0006406149903907,0.0032092426187419,-400.9627727856694
ametiuhingute tooandjate keskliit,0.0019218449711723,0.0051347881899871,-167.18014548566566
tootuid tootute tootu,0.0019218449711723,0.0051347881899871,-167.18014548566566
reklaami reklaam alkoholireklaam,0.0051249199231262,0.0096277278562259,-87.86103979460792
hanke hankija riigihangete,0.0012812299807815,0.0038510911424903,-200.57766367137972
piirilepingu piirileping piirilepingut,0.0051249199231262,0.0089858793324775,-75.33697047496727
jarviku jarvik maaeluministri,0.0006406149903907,0.0025673940949935,-300.77021822853237
kauguhendus avaksite ettekandjalt,0.0006406149903907,0.0025673940949935,-300.77021822853237
korteriuhistu korteriomanike korteriuhistute,0.0019218449711723,0.0044929396662387,-133.7826272999568
eelarves riigieelarves reservist,0.0166559897501601,0.0224646983311938,-34.87459267305244
arengufond arengufondi arengufondis,0.0044843049327354,0.0077021822849807,-71.7586649550706
kinnisasja maad maa,0.0025624599615631,0.0051347881899871,-100.38510911424663
korruptsiooni korruptsioon korruptsiooniga,0.0012812299807815,0.0032092426187419,-150.48138639281515
keeleoskust oskuse keeleoskuse,0.0012812299807815,0.0032092426187419,-150.48138639281515
idapiiri piiririba valjaehitamine,0.0012812299807815,0.0032092426187419,-150.48138639281515
uliopilased uliopilastele uliopilaste,0.0032030749519538,0.0057766367137355,-80.34659820282658
korterelamute kortermajade kredexi,0.0019218449711723,0.0038510911424903,-100.38510911424794
annetused annetusi annetuste,0.0006406149903907,0.0019255455712451,-200.57766367139536
kandideerima ametikohale kandidaatide,0.0006406149903907,0.0019255455712451,-200.57766367139536
tooandja tervisesse maksuvabalt,0.0006406149903907,0.0019255455712451,-200.57766367139536
kodakondsust kodakondsuse kodanikuks,0.014093529788597,0.017971758664955,-27.517796709067554
loomi loomade loomad,0.0012812299807815,0.0025673940949935,-100.38510911425054
iive sundimus iibe,0.0012812299807815,0.0025673940949935,-100.38510911425054
uuring uuringut uuringu,0.0019218449711723,0.0032092426187419,-66.98759092853908
pensioni pension sammas,0.0025624599615631,0.0038510911424903,-50.288831835683986
etv saateid pbk,0.0025624599615631,0.0038510911424903,-50.288831835683986
valimisea valimisiga valimisoiguse,0.0147341447789878,0.0173299101412066,-17.617346654015442
aardla pria pealtnagija,0.0006406149903907,0.0012836970474967,-100.3851091142584
metsa metsade mets,0.0006406149903907,0.0012836970474967,-100.3851091142584
skais arendused infosusteemide,0.0006406149903907,0.0012836970474967,-100.3851091142584
pensioniiga pensioniea eluiga,0.0006406149903907,0.0012836970474967,-100.3851091142584
kolledz kolledzi turi,0.0006406149903907,0.0012836970474967,-100.3851091142584
veb fondi uurimiskomisjon,0.0006406149903907,0.0012836970474967,-100.3851091142584
oiglase virumaale ulemineku,0.0006406149903907,0.0012836970474967,-100.3851091142584
eripensioni valjateenitud staazi,0.0006406149903907,0.0012836970474967,-100.3851091142584
hoone rkas hoonet,0.0038436899423446,0.0051347881899871,-33.590072742832824
lasteaia lasteaias lasteaiakoha,0.0102498398462524,0.0121951219512195,-18.97865853658528
kulukuse krediidi kiirlaenude,0.0051249199231262,0.0064184852374839,-25.240693196404635
kaitsekulud kaitsekulutused kaitsekulude,0.0012812299807815,0.0019255455712451,-50.288831835685954
opositsiooni koalitsioonil opositsioonil,0.0019218449711723,0.0025673940949935,-33.590072742830216
id mobiil kaardi,0.0019218449711723,0.0025673940949935,-33.590072742830216
pohiseadusega riigikohus oiguskantsler,0.0108904548366431,0.0121951219512195,-11.979913916786922
kandidaadi kandidaati kandidaat,0.0038436899423446,0.0044929396662387,-16.891313649978397
arengukavad arengukavade pohialuste,0.0051249199231262,0.0057766367137355,-12.716623876763977
kodualuse maamaksu maamaksust,0.0064061499039077,0.0070603337612323,-10.211810012837077
tulumaksuvaba maksususteemi tulumaksu,0.0128122998078155,0.0134788189987163,-5.202182284980754
missiooni missioonile missioon,0.0153747597693786,0.0160462130937098,-4.367244330337512
majandusaasta koondaruanne raamatupidamise,0.0044843049327354,0.0044929396662387,-0.19255455712359526
kaasne lisakulutusi riigieelarvele,0.0038436899423446,0.0038510911424903,-0.19255455712396738
kutsehariduse kutseharidus kutsehariduses,0.0032030749519538,0.0032092426187419,-0.1925545571244884
riigikontrolli auditi auditit,0.0032030749519538,0.0032092426187419,-0.1925545571244884
kaitseliit kaitseliidule kaitseliidu,0.0019218449711723,0.0019255455712451,-0.19255455712136105
kaibemaksu kaibemaks kaibemaksumaara,0.0019218449711723,0.0019255455712451,-0.19255455712136105
kinnitamise paevakorra paevakord,0.0019218449711723,0.0019255455712451,-0.19255455712136105
elamisluba elamisloa viisa,0.0012812299807815,0.0012836970474967,-0.19255455712137734
salastatud valisteabe riigisaladuse,0.0012812299807815,0.0012836970474967,-0.19255455712137734
ooteala piiriuletuse piiripunkti,0.0012812299807815,0.0012836970474967,-0.19255455712137734
omandireformi tagastatud omandireform,0.0012812299807815,0.0012836970474967,-0.19255455712137734
teenistuse teenistuses avalikus,0.0012812299807815,0.0012836970474967,-0.19255455712137734
otsevalimise presidenti presidendi,0.0012812299807815,0.0012836970474967,-0.19255455712137734
haale valimispaeval valimiste,0.0006406149903907,0.0006418485237483,-0.19255455712139236
koolituse koolitus koolitusele,0.0006406149903907,0.0006418485237483,-0.19255455712139236
huvihariduse huvitegevuse huviharidus,0.0006406149903907,0.0006418485237483,-0.19255455712139236
tervist tervis tervisega,0.0006406149903907,0.0006418485237483,-0.19255455712139236
tsernoboli represseeritud oigusvastaselt,0.0006406149903907,0.0006418485237483,-0.19255455712139236
samba sammas sambasse,0.0006406149903907,0.0006418485237483,-0.19255455712139236
hansson ardo panga,0.0006406149903907,0.0006418485237483,-0.19255455712139236
raamatukogu pimedate raamatukogude,0.0006406149903907,0.0006418485237483,-0.19255455712139236
jalitustegevuse jalitustoimingu sideandmete,0.0006406149903907,0.0006418485237483,-0.19255455712139236
ulikooliga kbfi instituudi,0.0006406149903907,0.0006418485237483,-0.19255455712139236
annetus erjk annetuse,0.0006406149903907,0.0006418485237483,-0.19255455712139236
sularaha kommertspangad pangad,0.0070467648942985,0.0064184852374839,8.915859493523582
riigipalgaliste riigisektoris koondada,0.0032030749519538,0.0025673940949935,19.845956354301038
pealinnast tallinnast viljandisse,0.0025624599615631,0.0019255455712451,24.85558408215996
teenuseid teenused teenust,0.0025624599615631,0.0019255455712451,24.85558408215996
liiklussurmade liikluses hukkunute,0.0019218449711723,0.0012836970474967,33.20496362858749
puude raskusastme puuet,0.0019218449711723,0.0012836970474967,33.20496362858749
talupidajate kaubanduskoja kaubanduskoda,0.0019218449711723,0.0012836970474967,33.20496362858749
poolte kokkuleppel huvitise,0.0019218449711723,0.0012836970474967,33.20496362858749
rahvuse rahvust rahvusriik,0.0019218449711723,0.0012836970474967,33.20496362858749
hoiu pangad pankade,0.0019218449711723,0.0012836970474967,33.20496362858749
valijate erakonda valijaid,0.0070467648942985,0.0057766367137355,18.02427354417137
eelarvele kulude riigieelarvele,0.0064061499039077,0.0051347881899871,19.845956354300725
erimargistatud kutust kutuse,0.0121716848174247,0.0102695763799743,15.627322478210957
maantee neljarealiseks ppp,0.0051249199231262,0.0038510911424903,24.855584082158003
tapsustatakse ajakohastatakse nouete,0.0012812299807815,0.0006418485237483,49.90372272144321
kirik kiriku maarja,0.0012812299807815,0.0006418485237483,49.90372272144321
kohanimenoukogu vonnu mulgi,0.0012812299807815,0.0006418485237483,49.90372272144321
palgalohe soolist meeste,0.0012812299807815,0.0006418485237483,49.90372272144321
mes maale maaelu,0.0012812299807815,0.0006418485237483,49.90372272144321
rahvaalgatuse rahvaalgatus rahvahaaletus,0.0012812299807815,0.0006418485237483,49.90372272144321
magustatud suhkrut joogi,0.0012812299807815,0.0006418485237483,49.90372272144321
liibanonis missioonil pikendamine,0.0012812299807815,0.0006418485237483,49.90372272144321
vagivalla naistevastase perevagivalla,0.0012812299807815,0.0006418485237483,49.90372272144321
tooandja tooandjal tootaja,0.0012812299807815,0.0006418485237483,49.90372272144321
moisteid moiste moisted,0.0044843049327354,0.0032092426187419,28.433889602055217
fie fuusilisest isikust,0.0038436899423446,0.0025673940949935,33.20496362858489
terviseandmed isikuandmeid terviseandmeid,0.0070467648942985,0.0051347881899871,27.13268759481915
normitehnika mojude eeskiri,0.0057655349135169,0.0038510911424903,33.204963628584025
riigiloivude riigiloivud riigiloivu,0.0057655349135169,0.0038510911424903,33.204963628584025
jaatmeid liigiti prugi,0.0096092248558616,0.0070603337612323,26.525459991442325
muraste kase kompleksi,0.0025624599615631,0.0012836970474967,49.90372272144127
riigiabi komisjonilt loa,0.0025624599615631,0.0012836970474967,49.90372272144127
ootuse oigusparase oiguskindluse,0.0051249199231262,0.0032092426187419,37.37965340179866
krimmi agressiooni ukraina,0.0172966047405509,0.0134788189987163,22.072457566680807
aasia aasias saatkonna,0.0044843049327354,0.0025673940949935,42.747111681644625
direktiivi direktiiv ulevotmise,0.0019218449711723,0.0006418485237483,66.60248181429635
kasvavad tuleval kasv,0.0019218449711723,0.0006418485237483,66.60248181429635
kandidaati kandidaat valituks,0.0019218449711723,0.0006418485237483,66.60248181429635
kusimusena tahtsa tahtsusega,0.0019218449711723,0.0006418485237483,66.60248181429635
untso missioonide liikmesusest,0.0038436899423446,0.0019255455712451,49.90372272143932
treenerite spordi sport,0.0096092248558616,0.0064184852374839,33.204963628584025
soita jalakaija konniteel,0.0089686098654708,0.0057766367137355,35.5905006418488
uhistranspordi uhistransport uhistransporti,0.0121716848174247,0.0083440308087291,31.447199513546554
joustumine joustuma joustada,0.0192184497117232,0.0141206675224646,26.525459991442325
rongi rongide rongid,0.0051249199231262,0.0025673940949935,49.90372272143932
noukogudesse ariuhingute noukogudes,0.0076873798846893,0.0044929396662387,41.55434317501157
koneleja konsensuslikud repliigi,0.0025624599615631,0.0006418485237483,74.95186136072259
valispoliitika valispoliitikas diplomaatia,0.0025624599615631,0.0006418485237483,74.95186136072259
kantsler kantsleri riigisekretar,0.0064061499039077,0.0032092426187419,49.90372272143854
kohtunike kohtususteem kohtuniku,0.00832799487508,0.0044929396662387,46.050162930779415
teadus teaduse arendustegevuse,0.0038436899423446,0.0012836970474967,66.60248181429374
tootuna arvele ariuhingu,0.0038436899423446,0.0012836970474967,66.60248181429374
lipu laevu kaubalaeva,0.0102498398462524,0.0057766367137355,43.64168806161801
salvestisi salvestised salvestiste,0.0070467648942985,0.0032092426187419,54.4579297467625
riigireformi riigireformist riigireform,0.0032030749519538,0.0006418485237483,79.9614890885776
kala kalurid kalurite,0.0044843049327354,0.0012836970474967,71.37355584082343
lng terminali gaasi,0.0044843049327354,0.0012836970474967,71.37355584082343
lahususe voimude lahusus,0.0038436899423446,0.0006418485237483,83.30124090714818
vagivallale vihakone ohutamine,0.0070467648942985,0.0025673940949935,63.56634379741028
maavalitsuste maavalitsused maakonna,0.0070467648942985,0.0025673940949935,63.56634379741028
pensionitous pensionitousu pension,0.0089686098654708,0.0038510911424903,57.060333761232904
apteeke apteegid apteekide,0.0153747597693786,0.0083440308087291,45.72903294822447
oigusriik oigusriigi oigusriigist,0.0044843049327354,0.0006418485237483,85.68677792041282
ts parvlaeva parvlaevad,0.0076873798846893,0.0025673940949935,66.60248181429289
alkoholi kange lahja,0.0217809096732863,0.0128369704749679,41.063203201691344
liitlaste ohutorje keskmaa,0.0051249199231262,0.0006418485237483,87.47593068036129
huvigruppe huvigruppide kaasatud,0.0147341447789878,0.0070603337612323,52.0818217335494
opositsioonis koalitsiooni opositsiooni,0.0249839846252402,0.014762516046213,40.912083209901226
aituma infotundi jahimehed,0.0057655349135169,0.0006418485237483,88.86749393809878
vallaga vald sauga,0.014093529788597,0.0064184852374839,54.45792974676179
katteallikas katteallikaid katteallikat,0.0128122998078155,0.0038510911424903,69.9422336328632
elatisraha elatisabi elatise,0.0102498398462524,0.0019255455712451,81.21389602053999
psuhhiaatri alaealine psuhhiaatrilist,0.0153747597693786,0.0051347881899871,66.60248181429222
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0115310698270339,0.0025673940949935,77.73498787619516
toonadalal istungid taiendaval,0.0185778347213324,0.0070603337612323,61.995927581780464
vanemahuvitist vanemahuvitise vanemahuvitis,0.0102498398462524,0.0012836970474967,87.47593068036032
lapsetoetust lapsetoetus lapsetoetuse,0.0320307495195387,0.0160462130937098,49.903722721437916
virumaale virumaa toostusalade,0.0134529147982062,0.0025673940949935,80.91570389388154
maksuamet tolliamet tolliameti,0.0243433696348494,0.0089858793324775,63.08695358421734
ulejaagis struktuurses struktuurse,0.0313901345291479,0.0064184852374839,79.55253988630123
abielu kooselu samasooliste,0.0563741191543882,0.0064184852374839,88.6144824366905
teekasutustasu autode autod,0.0038436899423446,0.0,100.0
oigusloome oigusloomes oiguspoliitika,0.0019218449711723,0.0,100.0
tarbijakaitse amet ametile,0.0019218449711723,0.0,100.0
kusija vastaja vastasin,0.0012812299807815,0.0,100.0
relva relvade relvaluba,0.0012812299807815,0.0,100.0
lisaeelarve lisaeelarves lisaeelarvega,0.0012812299807815,0.0,100.0
konkurss konkursi konkurssi,0.0012812299807815,0.0,100.0
abipolitseinik abipolitseiniku abipolitseinike,0.0006406149903907,0.0,100.0
ammendumiseni kaheni pikendada,0.0006406149903907,0.0,100.0
ene ergma aplaus,0.0006406149903907,0.0,100.0
valitsemisalade katteallikaks riigieelarves,0.0006406149903907,0.0,100.0
seksuaalse vangistusega vaarkohtlemise,0.0006406149903907,0.0,100.0
operatsioonil sojalisel panustamisel,0.0006406149903907,0.0,100.0
riigimetsa majandamise noukokku,0.0006406149903907,0.0,100.0
pensionifondide pensionifondid fondid,0.0006406149903907,0.0,100.0
haiguspaevade haiguspaevi haiguspaeva,0.0006406149903907,0.0,100.0
volitust kaasuses jarvik,0.0006406149903907,0.0,100.0
koosoleku elektrooniline koosolekut,0.0006406149903907,0.0,100.0
hadaolukorda eriolukord eriolukorra,0.0006406149903907,0.0,100.0
rahapesu terrorismi andmeburoo,0.0,0.0,
tootuli lepitaja ametiuhingute,0.0,0.0,
teatri teater rahvusooper,0.0,0.0,
tantsupeo laulu traditsiooni,0.0,0.0,
suuria euroopasse turgis,0.0,0.0,
president ilves presidendi,0.0,0.0,
danske filiaali rahapesu,0.0,0.0,
post posti omniva,0.0,0.0,
objekti anu raua,0.0,0.0,
jahimehed jahimeeste jahti,0.0,0.0,
erso teatri kontserdi,0.0,0.0,
domeenide domeeni interneti,0.0,0.0,
deklaratsiooni deklaratsioone deklaratsioonis,0.0,0.0,
muundatud geneetiliselt gmo,0.0,0.0,
miili baasvorgu lairiba,0.0,0.0019255455712451,-inf
riigipuha puhade tahtpaevade,0.0,0.0006418485237483,-inf
ugri rahvaste polisrahvaste,0.0,0.0006418485237483,-inf
riigikontrolor karis riigikontrolori,0.0,0.0025673940949935,-inf
haalte kandidaatidele haaletamisest,0.0,0.0006418485237483,-inf
hambaravi hammaste hambad,0.0,0.0044929396662387,-inf
kohtutaiturite kohtutaitur kohtutaituri,0.0,0.0012836970474967,-inf
hooldekodus hoolduse hooldekodu,0.0,0.0057766367137355,-inf
humni humn laulda,0.0,0.0006418485237483,-inf
piirikontrolli schengeni valispiiri,0.0,0.0025673940949935,-inf
pagulasi pagulased pagulaste,0.0,0.0006418485237483,-inf
sigade katku katk,0.0,0.0025673940949935,-inf
inflatsiooni inflatsioon hinnatous,0.0,0.0032092426187419,-inf
nord stream streami,0.0,0.0012836970474967,-inf
muuseum muuseumi muuseumide,0.0,0.0006418485237483,-inf
muugimaksu muugimaks paadimaksu,0.0,0.0006418485237483,-inf
volakirjade keskpank volakirju,0.0,0.0032092426187419,-inf
lae korgepalgaliste lagi,0.0,0.0012836970474967,-inf
laari laar kandidatuuri,0.0,0.0012836970474967,-inf
karistuse karistus tingimisi,0.0,0.0102695763799743,-inf
keskkonnaameti uhendamine uhendamise,0.0,0.0019255455712451,-inf
korrata stenogrammist vabandan,0.0,0.0006418485237483,-inf
oppelaenu sugava puudega,0.0,0.0006418485237483,-inf
estonian air airi,0.0,0.0038510911424903,-inf
planeeringu keskkonnamoju keskkonnamojude,0.0,0.0006418485237483,-inf
viirust vaktsineeritud viiruse,0.0,0.0006418485237483,-inf
vee monopolide veeteenuse,0.0,0.0038510911424903,-inf
vaikesaarte saarte pusiasustusega,0.0,0.0032092426187419,-inf
valimiskomisjon proteste valimiskasti,0.0,0.0006418485237483,-inf
utah jordaania energia,0.0,0.0006418485237483,-inf
valdkonnad laekumisest fikseeritakse,0.0,0.0,
