topic_words3,Eesti Keskerakonna fraktsioon,Eesti Konservatiivse Rahvaerakonna fraktsioon,Eesti Reformierakonna fraktsioon,Fraktsioonidesse mittekuulunud Riigikogu liikmed,Isamaa fraktsioon,Sotsiaaldemokraatliku Erakonna fraktsioon
valijate erakonda valijaid,0.0,0.006935413957520589,0.003676470588235294,0.0,0.0008857395925597874,0.003592814371257485
valimisea valimisiga valimisoiguse,0.0024752475247524753,0.0,0.0012254901960784314,0.0,0.001771479185119575,0.0011976047904191617
valimiskomisjon proteste valimiskasti,0.0,0.00043346337234503684,0.0012254901960784314,0.0,0.0,0.0
valimisliitude volikogusse volikokku,0.0049504950495049506,0.01950585175552666,0.031862745098039214,0.04081632653061224,0.012400354295837024,0.017964071856287425
valismaale valjarande valjaranne,0.0,0.0034677069787602947,0.0,0.0,0.0,0.0011976047904191617
valispoliitika valispoliitikas diplomaatia,0.0024752475247524753,0.0017338534893801473,0.00980392156862745,0.02040816326530612,0.006200177147918512,0.010778443113772455
vallaga vald sauga,0.0024752475247524753,0.003034243606415258,0.0024509803921568627,0.02040816326530612,0.001771479185119575,0.0
vanemahuvitist vanemahuvitise vanemahuvitis,0.0024752475247524753,0.00043346337234503684,0.0,0.0,0.00354295837023915,0.008383233532934131
varude varud varu,0.0024752475247524753,0.002167316861725184,0.0024509803921568627,0.02040816326530612,0.007971656333038087,0.0
veb fondi uurimiskomisjon,0.0024752475247524753,0.0013003901170351106,0.0024509803921568627,0.0,0.0,0.0
vee monopolide veeteenuse,0.0,0.0,0.0,0.0,0.001771479185119575,0.0
viirust vaktsineeritud viiruse,0.03217821782178218,0.06025140875596012,0.06495098039215687,0.061224489795918366,0.048715677590788306,0.06467065868263473
virumaale virumaa toostusalade,0.0024752475247524753,0.002600780234070221,0.0024509803921568627,0.0,0.006200177147918512,0.037125748502994015
voidusamba vabadussoja uurimiskomisjon,0.0,0.0008669267446900737,0.0,0.0,0.0,0.0
volakirjade keskpank volakirju,0.0024752475247524753,0.0017338534893801473,0.00980392156862745,0.0,0.001771479185119575,0.0
volitust kaasuses jarvik,0.0,0.0017338534893801473,0.0,0.0,0.0,0.0
