topic_words3,EKRE,Fraktsioonitud,Isamaa,Keskerakond,Reformierakond,Sotsiaaldemokraadid
valispoliitika valispoliitikas diplomaatia,0.004316546762589928,0.022222222222222223,0.004310344827586207,0.013015184381778741,0.005108556832694764,0.004301075268817204
valitsemisalade katteallikaks riigieelarves,0.0,0.0,0.0028735632183908046,0.0,0.0,0.0
vallaga vald sauga,0.007194244604316547,0.0,0.0014367816091954023,0.0021691973969631237,0.0019157088122605363,0.001075268817204301
vanemahuvitist vanemahuvitise vanemahuvitis,0.0,0.0,0.010057471264367816,0.0,0.0019157088122605363,0.0
varude varud varu,0.0014388489208633094,0.0,0.0014367816091954023,0.0021691973969631237,0.001277139208173691,0.002150537634408602
veb fondi uurimiskomisjon,0.0057553956834532375,0.0,0.0014367816091954023,0.0,0.0,0.0
vee monopolide veeteenuse,0.0,0.0,0.0,0.0021691973969631237,0.0006385696040868455,0.0
viirust vaktsineeritud viiruse,0.02014388489208633,0.0,0.02442528735632184,0.026030368763557483,0.044061302681992334,0.03978494623655914
virumaale virumaa toostusalade,0.0028776978417266188,0.011111111111111112,0.004310344827586207,0.008676789587852495,0.005747126436781609,0.002150537634408602
volakirjade keskpank volakirju,0.004316546762589928,0.0,0.0028735632183908046,0.0,0.004469987228607918,0.001075268817204301
volitust kaasuses jarvik,0.0,0.0,0.004310344827586207,0.0,0.0031928480204342275,0.002150537634408602
