topic_words3,EKRE,Fraktsioonitud,difference
kala kalurid kalurite,0.0085669781931464,0.0,100.0
iive sundimus iibe,0.0085669781931464,0.0,100.0
hoone rkas hoonet,0.0077881619937694,0.0,100.0
valismaale valjarande valjaranne,0.0077881619937694,0.0,100.0
alkoholi kange lahja,0.0070093457943925,0.0,100.0
pohiseadusega riigikohus oiguskantsler,0.0070093457943925,0.0,100.0
ajakirjandus ajakirjanduse ajakirjandust,0.0070093457943925,0.0,100.0
metsa metsade mets,0.0070093457943925,0.0,100.0
arengukavad arengukavade pohialuste,0.0062305295950155,0.0,100.0
joustumine joustuma joustada,0.0062305295950155,0.0,100.0
kauguhendus avaksite ettekandjalt,0.0062305295950155,0.0,100.0
annetused annetusi annetuste,0.0062305295950155,0.0,100.0
valimisliitude volikogusse volikokku,0.0054517133956386,0.0,100.0
slovakkia ungari portugal,0.0054517133956386,0.0,100.0
etv saateid pbk,0.0054517133956386,0.0,100.0
pollumeestele pollumehi pollumehed,0.0054517133956386,0.0,100.0
elamisluba elamisloa viisa,0.0054517133956386,0.0,100.0
louis freeh kremli,0.0054517133956386,0.0,100.0
taanis saksamaal hollandis,0.0046728971962616,0.0,100.0
prokuratuur prokuratuuri prokuror,0.0046728971962616,0.0,100.0
keeleoskust oskuse keeleoskuse,0.0046728971962616,0.0,100.0
salvestisi salvestised salvestiste,0.0046728971962616,0.0,100.0
leping ratifitseerida lepinguga,0.0046728971962616,0.0,100.0
virumaale virumaa toostusalade,0.0046728971962616,0.0,100.0
oigusriik oigusriigi oigusriigist,0.0038940809968847,0.0,100.0
kutsehariduse kutseharidus kutsehariduses,0.0038940809968847,0.0,100.0
ulejaagis struktuurses struktuurse,0.0038940809968847,0.0,100.0
lahususe voimude lahusus,0.0038940809968847,0.0,100.0
erimargistatud kutust kutuse,0.0038940809968847,0.0,100.0
kaasne lisakulutusi riigieelarvele,0.0038940809968847,0.0,100.0
kinnisasja maad maa,0.0031152647975077,0.0,100.0
koolilouna koolitoidu koolitoit,0.0031152647975077,0.0,100.0
apteeke apteegid apteekide,0.0031152647975077,0.0,100.0
keskkonnaameti uhendamine uhendamise,0.0031152647975077,0.0,100.0
ugri rahvaste polisrahvaste,0.0031152647975077,0.0,100.0
kantsler kantsleri riigisekretar,0.0031152647975077,0.0,100.0
mes maale maaelu,0.0031152647975077,0.0,100.0
idapiiri piiririba valjaehitamine,0.0031152647975077,0.0,100.0
humni humn laulda,0.0031152647975077,0.0,100.0
hanke hankija riigihangete,0.0031152647975077,0.0,100.0
varude varud varu,0.0031152647975077,0.0,100.0
psuhhiaatri alaealine psuhhiaatrilist,0.0031152647975077,0.0,100.0
relva relvade relvaluba,0.0031152647975077,0.0,100.0
otsevalimise presidenti presidendi,0.0031152647975077,0.0,100.0
kodualuse maamaksu maamaksust,0.0023364485981308,0.0,100.0
talupidajate kaubanduskoja kaubanduskoda,0.0023364485981308,0.0,100.0
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0023364485981308,0.0,100.0
vagivalla naistevastase perevagivalla,0.0023364485981308,0.0,100.0
vaikesaarte saarte pusiasustusega,0.0023364485981308,0.0,100.0
piirikontrolli schengeni valispiiri,0.0023364485981308,0.0,100.0
hiv narkomaania epideemia,0.0023364485981308,0.0,100.0
kodakondsust kodakondsuse kodanikuks,0.0023364485981308,0.0,100.0
lipu laevu kaubalaeva,0.0023364485981308,0.0,100.0
kohtunike kohtususteem kohtuniku,0.0023364485981308,0.0,100.0
annetus erjk annetuse,0.0023364485981308,0.0,100.0
valijate erakonda valijaid,0.0023364485981308,0.0,100.0
maavalitsuste maavalitsused maakonna,0.0023364485981308,0.0,100.0
uuring uuringut uuringu,0.0023364485981308,0.0,100.0
piima toorpiima toodangut,0.0023364485981308,0.0,100.0
kandideerima ametikohale kandidaatide,0.0023364485981308,0.0,100.0
vanemahuvitist vanemahuvitise vanemahuvitis,0.0023364485981308,0.0,100.0
abielu kooselu samasooliste,0.0023364485981308,0.0,100.0
eripensioni valjateenitud staazi,0.0023364485981308,0.0,100.0
rail trassi balticu,0.0015576323987538,0.0,100.0
poolte kokkuleppel huvitise,0.0015576323987538,0.0,100.0
raamatukogu pimedate raamatukogude,0.0015576323987538,0.0,100.0
korrata stenogrammist vabandan,0.0015576323987538,0.0,100.0
kandidaadi kandidaati kandidaat,0.0015576323987538,0.0,100.0
volitust kaasuses jarvik,0.0015576323987538,0.0,100.0
lipud lippude lipp,0.0015576323987538,0.0,100.0
loomi loomade loomad,0.0015576323987538,0.0,100.0
matusetoetust matusetoetus matusetoetuse,0.0015576323987538,0.0,100.0
kohtla jarve johvi,0.0015576323987538,0.0,100.0
ulikooliga kbfi instituudi,0.0015576323987538,0.0,100.0
reklaami reklaam alkoholireklaam,0.0015576323987538,0.0,100.0
jaatmeid liigiti prugi,0.0015576323987538,0.0,100.0
voidusamba vabadussoja uurimiskomisjon,0.0015576323987538,0.0,100.0
riigiloivude riigiloivud riigiloivu,0.0015576323987538,0.0,100.0
teenistuse teenistuses avalikus,0.0015576323987538,0.0,100.0
miili baasvorgu lairiba,0.0015576323987538,0.0,100.0
veb fondi uurimiskomisjon,0.0015576323987538,0.0,100.0
sularaha kommertspangad pangad,0.0015576323987538,0.0,100.0
fie fuusilisest isikust,0.0007788161993769,0.0,100.0
korruptsiooni korruptsioon korruptsiooniga,0.0007788161993769,0.0,100.0
aituma infotundi jahimehed,0.0007788161993769,0.0,100.0
lae korgepalgaliste lagi,0.0007788161993769,0.0,100.0
muuseum muuseumi muuseumide,0.0007788161993769,0.0,100.0
muundatud geneetiliselt gmo,0.0007788161993769,0.0,100.0
muraste kase kompleksi,0.0007788161993769,0.0,100.0
teadus teaduse arendustegevuse,0.0007788161993769,0.0,100.0
riigikontrolli auditi auditit,0.0007788161993769,0.0,100.0
kirik kiriku maarja,0.0007788161993769,0.0,100.0
suuria euroopasse turgis,0.0007788161993769,0.0,100.0
sigade katku katk,0.0007788161993769,0.0,100.0
kohtutaiturite kohtutaitur kohtutaituri,0.0007788161993769,0.0,100.0
kolledz kolledzi turi,0.0007788161993769,0.0,100.0
koneleja konsensuslikud repliigi,0.0007788161993769,0.0,100.0
koolituse koolitus koolitusele,0.0007788161993769,0.0,100.0
samba sammas sambasse,0.0007788161993769,0.0,100.0
teede teehoiuks teedele,0.0007788161993769,0.0,100.0
valimiskomisjon proteste valimiskasti,0.0007788161993769,0.0,100.0
huvihariduse huvitegevuse huviharidus,0.0007788161993769,0.0,100.0
haiguspaevade haiguspaevi haiguspaeva,0.0007788161993769,0.0,100.0
ammendumiseni kaheni pikendada,0.0007788161993769,0.0,100.0
tootuid tootute tootu,0.0007788161993769,0.0,100.0
pensioniiga pensioniea eluiga,0.0007788161993769,0.0,100.0
pensionifondide pensionifondid fondid,0.0007788161993769,0.0,100.0
pensioni pension sammas,0.0007788161993769,0.0,100.0
danske filiaali rahapesu,0.0007788161993769,0.0,100.0
pealinnast tallinnast viljandisse,0.0007788161993769,0.0,100.0
inimarengu aruanne aruandes,0.0007788161993769,0.0,100.0
ooteala piiriuletuse piiripunkti,0.0007788161993769,0.0,100.0
vaesuses suhtelises vaesuse,0.0007788161993769,0.0,100.0
jahimehed jahimeeste jahti,0.0007788161993769,0.0,100.0
opositsiooni koalitsioonil opositsioonil,0.0007788161993769,0.0,100.0
hambaravi hammaste hambad,0.0007788161993769,0.0,100.0
utah jordaania energia,0.0007788161993769,0.0,100.0
hooldekodus hoolduse hooldekodu,0.0007788161993769,0.0,100.0
hoiu pangad pankade,0.0007788161993769,0.0,100.0
hansson ardo panga,0.0007788161993769,0.0,100.0
liiklussurmade liikluses hukkunute,0.0007788161993769,0.0,100.0
nord stream streami,0.0007788161993769,0.0,100.0
kaitsekulud kaitsekulutused kaitsekulude,0.0007788161993769,0.0,100.0
oiglase virumaale ulemineku,0.0007788161993769,0.0,100.0
ts parvlaeva parvlaevad,0.0007788161993769,0.0,100.0
planeeringu keskkonnamoju keskkonnamojude,0.0,0.0,
rahvaalgatuse rahvaalgatus rahvahaaletus,0.0,0.0,
rahapesu terrorismi andmeburoo,0.0,0.0,
puude raskusastme puuet,0.0,0.0,
post posti omniva,0.0,0.0,
objekti anu raua,0.0,0.0,
ootuse oigusparase oiguskindluse,0.0,0.0,
omandireformi tagastatud omandireform,0.0,0.0,
noukogudesse ariuhingute noukogudes,0.0,0.0,
riigimetsa majandamise noukokku,0.0,0.0,
riigiabi komisjonilt loa,0.0,0.0,
untso missioonide liikmesusest,0.0,0.0,
riigireformi riigireformist riigireform,0.0,0.0,
seksuaalse vangistusega vaarkohtlemise,0.0,0.0,
skais arendused infosusteemide,0.0,0.0,
tantsupeo laulu traditsiooni,0.0,0.0,
teenuseid teenused teenust,0.0,0.0,
toovoimereformi toovoimega toovoimereform,0.0,0.0,
treenerite spordi sport,0.0,0.0,
tsernoboli represseeritud oigusvastaselt,0.0,0.0,
valimisea valimisiga valimisoiguse,0.0,0.0,
tulubaasi tasandusfondi tulumaksuosa,0.0,0.0,
laari laar kandidatuuri,0.0,0.0,
maantee neljarealiseks ppp,0.0,0.0,
riigipuha puhade tahtpaevade,0.0,0.0153846153846153,-inf
kusimusena tahtsa tahtsusega,0.0,0.0,
kusija vastaja vastasin,0.0,0.0,
vee monopolide veeteenuse,0.0,0.0153846153846153,-inf
riigipalgaliste riigisektoris koondada,0.0,0.0153846153846153,-inf
erso teatri kontserdi,0.0,0.0153846153846153,-inf
aardla pria pealtnagija,0.0,0.0,
aasia aasias saatkonna,0.0,0.0,
abipolitseinik abipolitseiniku abipolitseinike,0.0,0.0,
ametiuhingute tooandjate keskliit,0.0,0.0,
borsile ipo enefit,0.0,0.0,
deklaratsiooni deklaratsioone deklaratsioonis,0.0,0.0,
domeenide domeeni interneti,0.0,0.0,
eelarvele kulude riigieelarvele,0.0,0.0,
efsf esm kreekale,0.0,0.0,
haale valimispaeval valimiste,0.0,0.0,
haalte kandidaatidele haaletamisest,0.0,0.0,
id mobiil kaardi,0.0,0.0,
kandidaati kandidaat valituks,0.0,0.0,
kinnitamise paevakorra paevakord,0.0,0.0,
kohanimenoukogu vonnu mulgi,0.0,0.0,
konkurss konkursi konkurssi,0.0,0.0,
korteriuhistu korteriomanike korteriuhistute,0.0,0.0,
kulukuse krediidi kiirlaenude,0.0,0.0,
valispoliitika valispoliitikas diplomaatia,0.0,0.0,
