topic_words3,Eesti Vabaerakonna fraktsioon,Keskerakond,difference
toonadalal istungid taiendaval,0.0039525691699604,0.0068846815834767,-74.18244406196378
borsile ipo enefit,0.0065876152832674,0.0086058519793459,-30.636833046471914
virumaale virumaa toostusalade,0.0052700922266139,0.0068846815834767,-30.636833046472017
pohiseadusega riigikohus oiguskantsler,0.0052700922266139,0.0068846815834767,-30.636833046472017
terviseandmed isikuandmeid terviseandmeid,0.0131752305665349,0.0154905335628227,-17.573149741824427
koolis kooli opilased,0.0329380764163372,0.036144578313253,-9.734939759036392
rail trassi balticu,0.0039525691699604,0.0051635111876075,-30.63683304647219
pensionifondide pensionifondid fondid,0.0026350461133069,0.0034423407917383,-30.636833046472578
hansson ardo panga,0.0026350461133069,0.0034423407917383,-30.636833046472578
kantsler kantsleri riigisekretar,0.0026350461133069,0.0034423407917383,-30.636833046472578
haale valimispaeval valimiste,0.0092226613965744,0.0103270223752151,-11.974428325547072
teenistuse teenistuses avalikus,0.0013175230566534,0.0017211703958691,-30.63683304647376
kauguhendus avaksite ettekandjalt,0.0013175230566534,0.0017211703958691,-30.63683304647376
rahapesu terrorismi andmeburoo,0.0013175230566534,0.0017211703958691,-30.63683304647376
kandidaadi kandidaati kandidaat,0.0013175230566534,0.0017211703958691,-30.63683304647376
volitust kaasuses jarvik,0.0013175230566534,0.0017211703958691,-30.63683304647376
treenerite spordi sport,0.0013175230566534,0.0017211703958691,-30.63683304647376
palgalohe soolist meeste,0.0013175230566534,0.0017211703958691,-30.63683304647376
oiglase virumaale ulemineku,0.0013175230566534,0.0017211703958691,-30.63683304647376
psuhhiaatri alaealine psuhhiaatrilist,0.0013175230566534,0.0017211703958691,-30.63683304647376
tootuid tootute tootu,0.0013175230566534,0.0017211703958691,-30.63683304647376
kala kalurid kalurite,0.0013175230566534,0.0017211703958691,-30.63683304647376
haiguspaevade haiguspaevi haiguspaeva,0.0013175230566534,0.0017211703958691,-30.63683304647376
korrata stenogrammist vabandan,0.0013175230566534,0.0017211703958691,-30.63683304647376
piirilepingu piirileping piirilepingut,0.0013175230566534,0.0017211703958691,-30.63683304647376
puude raskusastme puuet,0.0013175230566534,0.0017211703958691,-30.63683304647376
riigipuha puhade tahtpaevade,0.0079051383399209,0.0086058519793459,-8.86402753872632
opositsiooni koalitsioonil opositsioonil,0.0065876152832674,0.0068846815834767,-4.50946643717722
valismaale valjarande valjaranne,0.0065876152832674,0.0068846815834767,-4.50946643717722
tulumaksuvaba maksususteemi tulumaksu,0.0118577075098814,0.0120481927710843,-1.6064257028111286
kaasne lisakulutusi riigieelarvele,0.0052700922266139,0.0051635111876075,2.02237521514647
teenuseid teenused teenust,0.0039525691699604,0.0034423407917383,12.908777969019383
skais arendused infosusteemide,0.0039525691699604,0.0034423407917383,12.908777969019383
korterid kortereid korterit,0.0039525691699604,0.0034423407917383,12.908777969019383
valispoliitika valispoliitikas diplomaatia,0.0039525691699604,0.0034423407917383,12.908777969019383
untso missioonide liikmesusest,0.0039525691699604,0.0034423407917383,12.908777969019383
raamatukogu pimedate raamatukogude,0.0026350461133069,0.0017211703958691,34.6815834767656
korruptsiooni korruptsioon korruptsiooniga,0.0026350461133069,0.0017211703958691,34.6815834767656
vanemahuvitist vanemahuvitise vanemahuvitis,0.0026350461133069,0.0017211703958691,34.6815834767656
inimarengu aruanne aruandes,0.0026350461133069,0.0017211703958691,34.6815834767656
ugri rahvaste polisrahvaste,0.0026350461133069,0.0017211703958691,34.6815834767656
aasia aasias saatkonna,0.0026350461133069,0.0017211703958691,34.6815834767656
nord stream streami,0.0026350461133069,0.0017211703958691,34.6815834767656
hoone rkas hoonet,0.0052700922266139,0.0034423407917383,34.68158347676495
taanis saksamaal hollandis,0.0105401844532279,0.0068846815834767,34.681583476764615
konkurss konkursi konkurssi,0.0039525691699604,0.0017211703958691,56.45438898451096
otsevalimise presidenti presidendi,0.0039525691699604,0.0017211703958691,56.45438898451096
liitlaste ohutorje keskmaa,0.0039525691699604,0.0017211703958691,56.45438898451096
vagivallale vihakone ohutamine,0.0065876152832674,0.0034423407917383,47.745266781412155
maavalitsuste maavalitsused maakonna,0.0065876152832674,0.0034423407917383,47.745266781412155
missiooni missioonile missioon,0.0065876152832674,0.0034423407917383,47.745266781412155
joustumine joustuma joustada,0.0092226613965744,0.0051635111876075,44.01278583722701
kaitseliit kaitseliidule kaitseliidu,0.0052700922266139,0.0017211703958691,67.34079173838342
ulikooliga kbfi instituudi,0.0052700922266139,0.0017211703958691,67.34079173838342
lasteaia lasteaias lasteaiakoha,0.0079051383399209,0.0034423407917383,56.45438898451023
noukogudesse ariuhingute noukogudes,0.0105401844532279,0.0051635111876075,51.0111876075737
etv saateid pbk,0.0184453227931488,0.0103270223752151,44.01278583722647
idapiiri piiririba valjaehitamine,0.0092226613965744,0.0034423407917383,62.6751905581517
riigikontrolli auditi auditit,0.0092226613965744,0.0034423407917383,62.6751905581517
annetus erjk annetuse,0.0065876152832674,0.0017211703958691,73.87263339070684
salvestisi salvestised salvestiste,0.0118577075098814,0.0051635111876075,56.45438898451
krimmi agressiooni ukraina,0.0118577075098814,0.0051635111876075,56.45438898451
poolte kokkuleppel huvitise,0.0079051383399209,0.0017211703958691,78.22719449225575
arengukavad arengukavade pohialuste,0.0131752305665349,0.0051635111876075,60.808950086059035
riigireformi riigireformist riigireform,0.0131752305665349,0.0051635111876075,60.808950086059035
huvigruppe huvigruppide kaasatud,0.0158102766798418,0.0068846815834767,56.4543889845096
vallaga vald sauga,0.0158102766798418,0.0068846815834767,56.4543889845096
palgatousu opetajate palgatous,0.0092226613965744,0.0017211703958691,81.3375952790764
riigipalgaliste riigisektoris koondada,0.0092226613965744,0.0017211703958691,81.3375952790764
arengufond arengufondi arengufondis,0.0092226613965744,0.0017211703958691,81.3375952790764
tulubaasi omavalitsustele omavalitsuste,0.0118577075098814,0.0034423407917383,70.96959265634027
ametiuhingute tooandjate keskliit,0.0105401844532279,0.0017211703958691,83.67039586919186
kohtunike kohtususteem kohtuniku,0.0184453227931488,0.0068846815834767,62.67519055815115
uliopilased uliopilastele uliopilaste,0.0210803689064558,0.0086058519793459,59.17598967297777
teadus teaduse arendustegevuse,0.0223978919631093,0.0086058519793459,61.57740204515556
normitehnika mojude eeskiri,0.0144927536231884,0.0017211703958691,88.1239242685032
kirik kiriku maarja,0.0184453227931488,0.0017211703958691,90.6687976395382
valimisliitude volikogusse volikokku,0.0882740447957839,0.0137693631669535,84.40157217355566
pealinnast tallinnast viljandisse,0.0131752305665349,0.0,100.0
uuring uuringut uuringu,0.0118577075098814,0.0,100.0
lipu laevu kaubalaeva,0.0079051383399209,0.0,100.0
muuseum muuseumi muuseumide,0.0079051383399209,0.0,100.0
tantsupeo laulu traditsiooni,0.0065876152832674,0.0,100.0
kutsehariduse kutseharidus kutsehariduses,0.0065876152832674,0.0,100.0
kohtutaiturite kohtutaitur kohtutaituri,0.0065876152832674,0.0,100.0
metsa metsade mets,0.0065876152832674,0.0,100.0
est kavatsuste for,0.0065876152832674,0.0,100.0
pensioniiga pensioniea eluiga,0.0052700922266139,0.0,100.0
ts parvlaeva parvlaevad,0.0052700922266139,0.0,100.0
oigusloome oigusloomes oiguspoliitika,0.0039525691699604,0.0,100.0
planeeringu keskkonnamoju keskkonnamojude,0.0039525691699604,0.0,100.0
fie fuusilisest isikust,0.0039525691699604,0.0,100.0
kodualuse maamaksu maamaksust,0.0026350461133069,0.0,100.0
tooandja tervisesse maksuvabalt,0.0026350461133069,0.0,100.0
teede teehoiuks teedele,0.0026350461133069,0.0,100.0
id mobiil kaardi,0.0026350461133069,0.0,100.0
salastatud valisteabe riigisaladuse,0.0026350461133069,0.0,100.0
piirivalve valvamise valvamine,0.0026350461133069,0.0,100.0
volakirjade keskpank volakirju,0.0026350461133069,0.0,100.0
eripensioni valjateenitud staazi,0.0026350461133069,0.0,100.0
erso teatri kontserdi,0.0026350461133069,0.0,100.0
hanke hankija riigihangete,0.0026350461133069,0.0,100.0
tooandja tooandjal tootaja,0.0026350461133069,0.0,100.0
leping ratifitseerida lepinguga,0.0026350461133069,0.0,100.0
piirikontrolli schengeni valispiiri,0.0013175230566534,0.0,100.0
haaletamissedel haaletamiskasti sedeli,0.0013175230566534,0.0,100.0
operatsioonil sojalisel panustamisel,0.0013175230566534,0.0,100.0
riigiloivude riigiloivud riigiloivu,0.0013175230566534,0.0,100.0
tarbijakaitse amet ametile,0.0013175230566534,0.0,100.0
oppelaenu sugava puudega,0.0013175230566534,0.0,100.0
lae korgepalgaliste lagi,0.0013175230566534,0.0,100.0
memorandumi moistmise memorandum,0.0013175230566534,0.0,100.0
lisaeelarve lisaeelarves lisaeelarvega,0.0013175230566534,0.0,100.0
utah jordaania energia,0.0013175230566534,0.0,100.0
lng terminali gaasi,0.0013175230566534,0.0,100.0
elamisluba elamisloa viisa,0.0013175230566534,0.0,100.0
president ilves presidendi,0.0013175230566534,0.0,100.0
koneleja konsensuslikud repliigi,0.0013175230566534,0.0,100.0
teekasutustasu autode autod,0.0013175230566534,0.0,100.0
riigiabi komisjonilt loa,0.0,0.0,
riigimetsa majandamise noukokku,0.0,0.0,
rongi rongide rongid,0.0,0.0,
vaikesaarte saarte pusiasustusega,0.0,0.0,
sigade katku katk,0.0,0.0,
suuria euroopasse turgis,0.0,0.0,
tootuli lepitaja ametiuhingute,0.0,0.0,
valdkonnad laekumisest fikseeritakse,0.0,0.0,
tsernoboli represseeritud oigusvastaselt,0.0,0.0,
vaesuses suhtelises vaesuse,0.0,0.0,
tervist tervis tervisega,0.0,0.0,
muundatud geneetiliselt gmo,0.0,0.0,
rahvaalgatuse rahvaalgatus rahvahaaletus,0.0,0.0,
ootuse oigusparase oiguskindluse,0.0,0.0,
aituma infotundi jahimehed,0.0,0.0,
ammendumiseni kaheni pikendada,0.0,0.0,
domeenide domeeni interneti,0.0,0.0,
eelarvele kulude riigieelarvele,0.0,0.0,
hambaravi hammaste hambad,0.0,0.0,
inflatsiooni inflatsioon hinnatous,0.0,0.0,
jaatmeid liigiti prugi,0.0,0.0,
jahimehed jahimeeste jahti,0.0,0.0,
jalitustegevuse jalitustoimingu sideandmete,0.0,0.0,
koolilouna koolitoidu koolitoit,0.0,0.0,
korterelamute kortermajade kredexi,0.0,0.0,
korteriuhistu korteriomanike korteriuhistute,0.0,0.0,
kulukuse krediidi kiirlaenude,0.0,0.0,
matusetoetust matusetoetus matusetoetuse,0.0,0.0,
muraste kase kompleksi,0.0,0.0,
objekti anu raua,0.0,0.0,
ooteala piiriuletuse piiripunkti,0.0,0.0,
aardla pria pealtnagija,0.0,0.0,
pagulasi pagulased pagulaste,0.0,0.0017211703958691,-inf
valimisea valimisiga valimisoiguse,0.0,0.0017211703958691,-inf
talupidajate kaubanduskoja kaubanduskoda,0.0,0.0017211703958691,-inf
teatri teater rahvusooper,0.0,0.0017211703958691,-inf
piima toorpiima toodangut,0.0,0.0034423407917383,-inf
humni humn laulda,0.0,0.0086058519793459,-inf
sularaha kommertspangad pangad,0.0,0.0017211703958691,-inf
soita jalakaija konniteel,0.0,0.0051635111876075,-inf
hoiu pangad pankade,0.0,0.0017211703958691,-inf
liiklussurmade liikluses hukkunute,0.0,0.0034423407917383,-inf
seksuaalse vangistusega vaarkohtlemise,0.0,0.0017211703958691,-inf
lahususe voimude lahusus,0.0,0.0034423407917383,-inf
kandideerima ametikohale kandidaatide,0.0,0.0034423407917383,-inf
kasvavad tuleval kasv,0.0,0.0017211703958691,-inf
vabatahtlike komandode paasteameti,0.0,0.0051635111876075,-inf
relva relvade relvaluba,0.0,0.0034423407917383,-inf
vagivalla naistevastase perevagivalla,0.0,0.0017211703958691,-inf
reklaami reklaam alkoholireklaam,0.0,0.0017211703958691,-inf
kaitsekulud kaitsekulutused kaitsekulude,0.0,0.0017211703958691,-inf
miili baasvorgu lairiba,0.0,0.0051635111876075,-inf
mes maale maaelu,0.0,0.0017211703958691,-inf
elatisraha elatisabi elatise,0.0,0.0017211703958691,-inf
koosoleku elektrooniline koosolekut,0.0,0.0017211703958691,-inf
valimiskomisjon proteste valimiskasti,0.0,0.0017211703958691,-inf
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0,0.0017211703958691,-inf
louis freeh kremli,0.0,0.0017211703958691,-inf
kolledz kolledzi turi,0.0,0.0017211703958691,-inf
pensioni pension sammas,0.0,0.0051635111876075,-inf
abielu kooselu samasooliste,0.0,0.0034423407917383,-inf
valitsemisalade katteallikaks riigieelarves,0.0,0.0103270223752151,-inf
varude varud varu,0.0,0.0017211703958691,-inf
kohanimenoukogu vonnu mulgi,0.0,0.0034423407917383,-inf
kusija vastaja vastasin,0.0,0.0034423407917383,-inf
maantee neljarealiseks ppp,0.0,0.0017211703958691,-inf
koolituse koolitus koolitusele,0.0,0.0017211703958691,-inf
viirust vaktsineeritud viiruse,0.0,0.0017211703958691,-inf
voidusamba vabadussoja uurimiskomisjon,0.0,0.0017211703958691,-inf
vee monopolide veeteenuse,0.0,0.0,
