topic_words3,Eestimaa Rahvaliidu fraktsioon,Erakonna Eestimaa Rohelised fraktsioon,Fraktsioonitud,Isamaa ja Res Publica Liidu fraktsioon,Keskerakond,Reformierakond,Sotsiaaldemokraadid
tooandja tooandjal tootaja,0.0,0.0031746031746031746,0.0,0.004228329809725159,0.0008074283407347598,0.0020855057351407717,0.0016666666666666668
toonadalal istungid taiendaval,0.027607361963190184,0.0,0.0,0.006342494714587738,0.016148566814695196,0.004171011470281543,0.018333333333333333
tootuid tootute tootu,0.07975460122699386,0.015873015873015872,0.022222222222222223,0.019027484143763214,0.06499798142914816,0.03858185610010428,0.035
tootuna arvele ariuhingu,0.0,0.0,0.0,0.0021141649048625794,0.0004037141703673799,0.0031282586027111575,0.0
toovoimereformi toovoimega toovoimereform,0.009202453987730062,0.0,0.0,0.0,0.0008074283407347598,0.0,0.0
treenerite spordi sport,0.0,0.006349206349206349,0.0,0.0,0.002825999192571659,0.0072992700729927005,0.0033333333333333335
ts parvlaeva parvlaevad,0.0,0.0,0.0,0.0,0.004037141703673799,0.0010427528675703858,0.005
tsernoboli represseeritud oigusvastaselt,0.0,0.0,0.0,0.0,0.0024222850222042794,0.0,0.0
tulubaasi omavalitsustele omavalitsuste,0.027607361963190184,0.0031746031746031746,0.044444444444444446,0.006342494714587738,0.022607993540573273,0.008342022940563087,0.013333333333333334
tulubaasi tasandusfondi tulumaksuosa,0.012269938650306749,0.0,0.022222222222222223,0.006342494714587738,0.025837706903512312,0.0010427528675703858,0.0033333333333333335
tulumaksuvaba maksususteemi tulumaksu,0.009202453987730062,0.012698412698412698,0.0,0.014799154334038054,0.019781994348001614,0.0072992700729927005,0.0033333333333333335
ugri rahvaste polisrahvaste,0.003067484662576687,0.0031746031746031746,0.0,0.0021141649048625794,0.0,0.0,0.0016666666666666668
uhistranspordi uhistransport uhistransporti,0.003067484662576687,0.0,0.0,0.004228329809725159,0.002825999192571659,0.0,0.0
ulejaagis struktuurses struktuurse,0.009202453987730062,0.006349206349206349,0.008888888888888889,0.0021141649048625794,0.006863140896245458,0.01564129301355579,0.011666666666666667
ulikooliga kbfi instituudi,0.0,0.0,0.0,0.0021141649048625794,0.0,0.0020855057351407717,0.0
uliopilased uliopilastele uliopilaste,0.0,0.022222222222222223,0.0044444444444444444,0.004228329809725159,0.007670569236980218,0.004171011470281543,0.0033333333333333335
untso missioonide liikmesusest,0.0,0.0,0.008888888888888889,0.014799154334038054,0.003229713362939039,0.01564129301355579,0.0033333333333333335
utah jordaania energia,0.0,0.009523809523809525,0.0,0.0,0.008074283407347598,0.0,0.0
uuring uuringut uuringu,0.012269938650306749,0.012698412698412698,0.0044444444444444444,0.008456659619450317,0.0036334275333064193,0.0010427528675703858,0.0016666666666666668
vabatahtlike komandode paasteameti,0.0,0.0031746031746031746,0.013333333333333334,0.0021141649048625794,0.009285425918449738,0.008342022940563087,0.006666666666666667
vaesuses suhtelises vaesuse,0.015337423312883436,0.0,0.022222222222222223,0.004228329809725159,0.012111425111021397,0.0,0.023333333333333334
vagivalla naistevastase perevagivalla,0.0,0.0,0.0044444444444444444,0.0,0.003229713362939039,0.0010427528675703858,0.006666666666666667
vagivallale vihakone ohutamine,0.006134969325153374,0.006349206349206349,0.0044444444444444444,0.0,0.002825999192571659,0.005213764337851929,0.0033333333333333335
vaikesaarte saarte pusiasustusega,0.015337423312883436,0.0,0.008888888888888889,0.012684989429175475,0.0044408558740411785,0.011470281543274244,0.045
valdkonnad laekumisest fikseeritakse,0.003067484662576687,0.0,0.0,0.0,0.0004037141703673799,0.0,0.0
valijate erakonda valijaid,0.0,0.0,0.008888888888888889,0.0021141649048625794,0.006459426725878078,0.006256517205422315,0.006666666666666667
valimisea valimisiga valimisoiguse,0.003067484662576687,0.006349206349206349,0.0,0.0021141649048625794,0.0012111425111021397,0.0031282586027111575,0.005
valimiskomisjon proteste valimiskasti,0.0,0.0031746031746031746,0.0,0.0021141649048625794,0.0,0.0,0.0
valimisliitude volikogusse volikokku,0.012269938650306749,0.012698412698412698,0.013333333333333334,0.014799154334038054,0.004844570044408559,0.026068821689259645,0.016666666666666666
valismaale valjarande valjaranne,0.009202453987730062,0.0,0.008888888888888889,0.0,0.022204279370205894,0.004171011470281543,0.008333333333333333
valispoliitika valispoliitikas diplomaatia,0.006134969325153374,0.006349206349206349,0.0,0.010570824524312896,0.0008074283407347598,0.0031282586027111575,0.005
valitsemisalade katteallikaks riigieelarves,0.0,0.0,0.0,0.0,0.0,0.005213764337851929,0.0
vallaga vald sauga,0.009202453987730062,0.006349206349206349,0.008888888888888889,0.004228329809725159,0.007670569236980218,0.0020855057351407717,0.005
vanemahuvitist vanemahuvitise vanemahuvitis,0.003067484662576687,0.0031746031746031746,0.0044444444444444444,0.019027484143763214,0.0012111425111021397,0.011470281543274244,0.023333333333333334
varude varud varu,0.0,0.0,0.0,0.0,0.0,0.0,0.0016666666666666668
veb fondi uurimiskomisjon,0.0,0.0,0.0,0.0,0.0020185708518368995,0.0,0.0016666666666666668
vee monopolide veeteenuse,0.0,0.012698412698412698,0.057777777777777775,0.03805496828752643,0.012111425111021397,0.023983315954118872,0.005
viirust vaktsineeritud viiruse,0.0,0.0,0.0,0.0021141649048625794,0.0036334275333064193,0.004171011470281543,0.0
virumaale virumaa toostusalade,0.015337423312883436,0.0031746031746031746,0.0,0.0021141649048625794,0.006863140896245458,0.005213764337851929,0.0
voidusamba vabadussoja uurimiskomisjon,0.024539877300613498,0.0,0.008888888888888889,0.0021141649048625794,0.004844570044408559,0.011470281543274244,0.0016666666666666668
volakirjade keskpank volakirju,0.003067484662576687,0.0,0.0,0.004228329809725159,0.005248284214775939,0.0020855057351407717,0.0016666666666666668
volitust kaasuses jarvik,0.0,0.0,0.0044444444444444444,0.0,0.0012111425111021397,0.0010427528675703858,0.0016666666666666668
